Business_id,top1,top2,top3
m-KkjBgtiRhtXA10_jwh2Q,"40 % are talking about other attributes like waiting time, price, ambience and cleanliness.",33 % of the reviews are talking about the Service,26 % of the reviews are talking about the food quality
m-dhoSt3TrHh2N5yPzYnsg,42 % of the reviews are talking about the food quality,28 % of the reviews are talking about the Service,"28 % are talking about other attributes like waiting time, price, ambience and cleanliness."
m3tNor-GTl-aAST5AmEqYA,68 % of the reviews are talking about the Service,17 % of the reviews are talking about the food quality,"13 % are talking about other attributes like waiting time, price, ambience and cleanliness."
m5sGdODCWYVu-bjvqG_OOA,56 % of the reviews are talking about the Service,"25 % are talking about other attributes like waiting time, price, ambience and cleanliness.",18 % of the reviews are talking about the food quality
m6NqXv33v6d0r5YUx_RYJA,"100 % are talking about other attributes like waiting time, price, ambience and cleanliness.",0 % of the reviews are talking about the food quality,0 % of the reviews are talking about the Service
mI5UYpuYxjiumMLgANoa9A,44 % of the reviews are talking about the Service,34 % of the reviews are talking about the food quality,"20 % are talking about other attributes like waiting time, price, ambience and cleanliness."
mZK8IBkMFzOX2UmA7_BylA,41 % of the reviews are talking about the Service,38 % of the reviews are talking about the food quality,"19 % are talking about other attributes like waiting time, price, ambience and cleanliness."
maGqjGXYPzal3YydKu8wjQ,47 % of the reviews are talking about the Service,"47 % are talking about other attributes like waiting time, price, ambience and cleanliness.",4 % of the reviews are talking about the food quality
mcGfunYZWPAxiAKQqEN0IQ,50 % of the reviews are talking about the Service,33 % of the reviews are talking about the food quality,"16 % are talking about other attributes like waiting time, price, ambience and cleanliness."
mcXRNuN1MsgXYt8B2MWz2Q,"45 % are talking about other attributes like waiting time, price, ambience and cleanliness.",31 % of the reviews are talking about the Service,22 % of the reviews are talking about the food quality
medCzwjjGeReqxOt-iPVTg,39 % of the reviews are talking about the Service,"34 % are talking about other attributes like waiting time, price, ambience and cleanliness.",26 % of the reviews are talking about the food quality
mgeLg8MBRnfvtGZanl7mUw,"54 % are talking about other attributes like waiting time, price, ambience and cleanliness.",27 % of the reviews are talking about the Service,18 % of the reviews are talking about the food quality
moauW4l96E3BEK7aXDiMsQ,"50 % are talking about other attributes like waiting time, price, ambience and cleanliness.",30 % of the reviews are talking about the Service,20 % of the reviews are talking about the food quality
mr5hwhIb_qfpTg9mbWHgsQ,50 % of the reviews are talking about the Service,25 % of the reviews are talking about the food quality,"25 % are talking about other attributes like waiting time, price, ambience and cleanliness."
n1S7XnZfCCDIWlMZ8yUvEw,"75 % are talking about other attributes like waiting time, price, ambience and cleanliness.",25 % of the reviews are talking about the Service,0 % of the reviews are talking about the food quality
n2HkJt3y4Uvwex5AT5IeRA,37 % of the reviews are talking about the food quality,31 % of the reviews are talking about the Service,"31 % are talking about other attributes like waiting time, price, ambience and cleanliness."
n6AxJR-ey2_DgAJPZfEvfQ,"50 % are talking about other attributes like waiting time, price, ambience and cleanliness.",37 % of the reviews are talking about the Service,12 % of the reviews are talking about the food quality
n9mxpYKigTM6llGAChlAng,40 % of the reviews are talking about the food quality,"40 % are talking about other attributes like waiting time, price, ambience and cleanliness.",20 % of the reviews are talking about the Service
nCIcVDlT2K5TBRFkAUlhDA,38 % of the reviews are talking about the Service,"34 % are talking about other attributes like waiting time, price, ambience and cleanliness.",26 % of the reviews are talking about the food quality
nCJMgK00U7J3MyjLqZOSeQ,50 % of the reviews are talking about the Service,"33 % are talking about other attributes like waiting time, price, ambience and cleanliness.",16 % of the reviews are talking about the food quality
nIsfnwlnS_9TieULU4Z6JA,50 % of the reviews are talking about the food quality,50 % of the reviews are talking about the Service,"0 % are talking about other attributes like waiting time, price, ambience and cleanliness."
nLU-Dhs6ATughOfmBArpGw,47 % of the reviews are talking about the Service,31 % of the reviews are talking about the food quality,"21 % are talking about other attributes like waiting time, price, ambience and cleanliness."
nVGPxMooxSiaSH_wHvcRbw,"55 % are talking about other attributes like waiting time, price, ambience and cleanliness.",44 % of the reviews are talking about the food quality,0 % of the reviews are talking about the Service
nXNv6jvbj7sl50w7NL6KlQ,47 % of the reviews are talking about the Service,31 % of the reviews are talking about the food quality,"20 % are talking about other attributes like waiting time, price, ambience and cleanliness."
nZL3HK70R-WABMoS1T8quA,50 % of the reviews are talking about the food quality,33 % of the reviews are talking about the Service,"16 % are talking about other attributes like waiting time, price, ambience and cleanliness."
n_n0aT_W10GOPglpzH5atg,44 % of the reviews are talking about the Service,"33 % are talking about other attributes like waiting time, price, ambience and cleanliness.",22 % of the reviews are talking about the food quality
napimcgem1KAu8d5tILkww,44 % of the reviews are talking about the food quality,33 % of the reviews are talking about the Service,"22 % are talking about other attributes like waiting time, price, ambience and cleanliness."
nfhSzru_fPiB2ZW5kiVxBw,75 % of the reviews are talking about the food quality,25 % of the reviews are talking about the Service,"0 % are talking about other attributes like waiting time, price, ambience and cleanliness."
njiPpJhy94Ojq91Bev6ckA,39 % of the reviews are talking about the food quality,39 % of the reviews are talking about the Service,"21 % are talking about other attributes like waiting time, price, ambience and cleanliness."
nnGz8rtRPD-ah7mTNCm3Xw,62 % of the reviews are talking about the Service,25 % of the reviews are talking about the food quality,"12 % are talking about other attributes like waiting time, price, ambience and cleanliness."
nqPuAhbXJWknRzUXSg8K2g,50 % of the reviews are talking about the Service,"37 % are talking about other attributes like waiting time, price, ambience and cleanliness.",12 % of the reviews are talking about the food quality
nsY7J0cdi6usTTswuy8hSA,"51 % are talking about other attributes like waiting time, price, ambience and cleanliness.",29 % of the reviews are talking about the Service,18 % of the reviews are talking about the food quality
nvVPoeJYeaQ6QThnT14rcw,43 % of the reviews are talking about the Service,"31 % are talking about other attributes like waiting time, price, ambience and cleanliness.",25 % of the reviews are talking about the food quality
nykN6bAZBjmy_4CvshkRKQ,50 % of the reviews are talking about the food quality,50 % of the reviews are talking about the Service,"0 % are talking about other attributes like waiting time, price, ambience and cleanliness."
o6s39LHk5pxz9KM9ySgHjA,41 % of the reviews are talking about the food quality,41 % of the reviews are talking about the Service,"17 % are talking about other attributes like waiting time, price, ambience and cleanliness."
oAznEqsk1Q14lbHMenE4vw,58 % of the reviews are talking about the food quality,33 % of the reviews are talking about the Service,"8 % are talking about other attributes like waiting time, price, ambience and cleanliness."
oDkdAandDAIQsA2mjlTB4Q,45 % of the reviews are talking about the Service,"45 % are talking about other attributes like waiting time, price, ambience and cleanliness.",9 % of the reviews are talking about the food quality
oH5LF3TLtaMgrg35ah0NrA,50 % of the reviews are talking about the food quality,"50 % are talking about other attributes like waiting time, price, ambience and cleanliness.",0 % of the reviews are talking about the Service
oL-TGyXWfpgr2YR0uTc0Zg,50 % of the reviews are talking about the Service,25 % of the reviews are talking about the food quality,"25 % are talking about other attributes like waiting time, price, ambience and cleanliness."
oXr-wAuiMpxdltTbFz0T7g,"45 % are talking about other attributes like waiting time, price, ambience and cleanliness.",36 % of the reviews are talking about the Service,18 % of the reviews are talking about the food quality
odJzhCY4-FqEvB82sNjNsg,50 % of the reviews are talking about the Service,25 % of the reviews are talking about the food quality,"25 % are talking about other attributes like waiting time, price, ambience and cleanliness."
oeK3WcI-648Tt8prR_OpSg,"39 % are talking about other attributes like waiting time, price, ambience and cleanliness.",34 % of the reviews are talking about the Service,26 % of the reviews are talking about the food quality
okkgZzoJip30F50mTUc2Rw,77 % of the reviews are talking about the food quality,11 % of the reviews are talking about the Service,"11 % are talking about other attributes like waiting time, price, ambience and cleanliness."
omKjpmCjeuby5VSkndApPQ,40 % of the reviews are talking about the Service,"40 % are talking about other attributes like waiting time, price, ambience and cleanliness.",20 % of the reviews are talking about the food quality
onqVz9FhdZCCwCMrnxd7Sw,"66 % are talking about other attributes like waiting time, price, ambience and cleanliness.",16 % of the reviews are talking about the food quality,16 % of the reviews are talking about the Service
ooZQt0jRqrJ_ejhjP8C4Mg,"42 % are talking about other attributes like waiting time, price, ambience and cleanliness.",32 % of the reviews are talking about the Service,25 % of the reviews are talking about the food quality
orGCyrtYZl9JOV5XIgxJEg,53 % of the reviews are talking about the food quality,30 % of the reviews are talking about the Service,"15 % are talking about other attributes like waiting time, price, ambience and cleanliness."
ortVZ6ZUTK7CR41B7AwtXQ,46 % of the reviews are talking about the Service,"30 % are talking about other attributes like waiting time, price, ambience and cleanliness.",23 % of the reviews are talking about the food quality
p-qvtajJfi19y3Oz-pa9_A,"61 % are talking about other attributes like waiting time, price, ambience and cleanliness.",26 % of the reviews are talking about the Service,11 % of the reviews are talking about the food quality
p5BiVlgXg8ZQVkHswOG4Bw,50 % of the reviews are talking about the food quality,37 % of the reviews are talking about the Service,"12 % are talking about other attributes like waiting time, price, ambience and cleanliness."
p5fIV1nSmjYOvodcV-aDiQ,58 % of the reviews are talking about the food quality,41 % of the reviews are talking about the Service,"0 % are talking about other attributes like waiting time, price, ambience and cleanliness."
p9uc6E8UR9Y3Bftj8g5AZA,42 % of the reviews are talking about the Service,28 % of the reviews are talking about the food quality,"28 % are talking about other attributes like waiting time, price, ambience and cleanliness."
pT6TCNUSRdswUZ8wQ5JEpA,"100 % are talking about other attributes like waiting time, price, ambience and cleanliness.",0 % of the reviews are talking about the food quality,0 % of the reviews are talking about the Service
pdWnWH3SnjTTkRZx0y2wSw,"66 % are talking about other attributes like waiting time, price, ambience and cleanliness.",33 % of the reviews are talking about the Service,0 % of the reviews are talking about the food quality
pdr6U7qSa9jIivVy_glF-w,54 % of the reviews are talking about the Service,"39 % are talking about other attributes like waiting time, price, ambience and cleanliness.",6 % of the reviews are talking about the food quality
pehIhPluVUAOuOdML6rFRA,57 % of the reviews are talking about the Service,35 % of the reviews are talking about the food quality,"7 % are talking about other attributes like waiting time, price, ambience and cleanliness."
ptUbbnxWgfgO9-0dFDnWmA,50 % of the reviews are talking about the food quality,50 % of the reviews are talking about the Service,"0 % are talking about other attributes like waiting time, price, ambience and cleanliness."
ptnjh4Ni6nnAKrd3a8grBw,40 % of the reviews are talking about the food quality,"40 % are talking about other attributes like waiting time, price, ambience and cleanliness.",20 % of the reviews are talking about the Service
px5RbIZm3rxRzi-g2f83KQ,61 % of the reviews are talking about the Service,27 % of the reviews are talking about the food quality,"11 % are talking about other attributes like waiting time, price, ambience and cleanliness."
pzAOzVbV0zh3_savsdD7-g,47 % of the reviews are talking about the Service,"28 % are talking about other attributes like waiting time, price, ambience and cleanliness.",23 % of the reviews are talking about the food quality
q-3Q3t3RS4qiW51fDIEvyQ,"52 % are talking about other attributes like waiting time, price, ambience and cleanliness.",26 % of the reviews are talking about the Service,20 % of the reviews are talking about the food quality
q1g2AKrd6fTKeylQ1yZwIw,37 % of the reviews are talking about the food quality,"37 % are talking about other attributes like waiting time, price, ambience and cleanliness.",25 % of the reviews are talking about the Service
q2PUogtjncgsNn-pLzw5HQ,"46 % are talking about other attributes like waiting time, price, ambience and cleanliness.",38 % of the reviews are talking about the food quality,15 % of the reviews are talking about the Service
q3iohdSxqYerc_0uBOvcQw,41 % of the reviews are talking about the food quality,41 % of the reviews are talking about the Service,"16 % are talking about other attributes like waiting time, price, ambience and cleanliness."
q4eeqVYRrO--vFFr3pBuNw,36 % of the reviews are talking about the food quality,36 % of the reviews are talking about the Service,"27 % are talking about other attributes like waiting time, price, ambience and cleanliness."
q7zN2YFdNvi5mtg3uJ7tLg,"46 % are talking about other attributes like waiting time, price, ambience and cleanliness.",28 % of the reviews are talking about the Service,25 % of the reviews are talking about the food quality
qB15WElGAlI_eGWjn0kT2w,50 % of the reviews are talking about the food quality,30 % of the reviews are talking about the Service,"20 % are talking about other attributes like waiting time, price, ambience and cleanliness."
qGf1wupj-UwG15fzQ7b-SA,49 % of the reviews are talking about the Service,25 % of the reviews are talking about the food quality,"25 % are talking about other attributes like waiting time, price, ambience and cleanliness."
qGqMAC1r7fStx1qJkFsyOQ,100 % of the reviews are talking about the Service,0 % of the reviews are talking about the food quality,"0 % are talking about other attributes like waiting time, price, ambience and cleanliness."
qH-EsuOC3k8ZZVBDuybEYQ,0 % of the reviews are talking about the food quality,0 % of the reviews are talking about the Service,"0 % are talking about other attributes like waiting time, price, ambience and cleanliness."
qL1YWy7auU6K7H68WQxNqw,60 % of the reviews are talking about the Service,40 % of the reviews are talking about the food quality,"0 % are talking about other attributes like waiting time, price, ambience and cleanliness."
qLnFX5tyX6PUT9uW8z9t0g,60 % of the reviews are talking about the food quality,40 % of the reviews are talking about the Service,"0 % are talking about other attributes like waiting time, price, ambience and cleanliness."
q__NSE0cc3bGARv_BUkHYg,50 % of the reviews are talking about the food quality,25 % of the reviews are talking about the Service,"25 % are talking about other attributes like waiting time, price, ambience and cleanliness."
qablZKWgueQ4UF_QRT46mA,47 % of the reviews are talking about the Service,"29 % are talking about other attributes like waiting time, price, ambience and cleanliness.",23 % of the reviews are talking about the food quality
qbZ0Hjp-lUMtkGS_R1UnpQ,50 % of the reviews are talking about the food quality,"50 % are talking about other attributes like waiting time, price, ambience and cleanliness.",0 % of the reviews are talking about the Service
qcDMMcAYuGRT5iyic1pIbw,50 % of the reviews are talking about the Service,"30 % are talking about other attributes like waiting time, price, ambience and cleanliness.",20 % of the reviews are talking about the food quality
qdUCIK49pCS7BfDEClpdhQ,66 % of the reviews are talking about the food quality,16 % of the reviews are talking about the Service,"16 % are talking about other attributes like waiting time, price, ambience and cleanliness."
qfr7bHu1-VXUTQWXoSMf9g,51 % of the reviews are talking about the Service,"29 % are talking about other attributes like waiting time, price, ambience and cleanliness.",18 % of the reviews are talking about the food quality
qhH96bvvVKUZhZUMrzGaYw,75 % of the reviews are talking about the food quality,25 % of the reviews are talking about the Service,"0 % are talking about other attributes like waiting time, price, ambience and cleanliness."
qjcxNsGEcFn8Eh4IPjURoQ,41 % of the reviews are talking about the food quality,"33 % are talking about other attributes like waiting time, price, ambience and cleanliness.",25 % of the reviews are talking about the Service
qspzfqFNq0iXqsW2QrDB2Q,50 % of the reviews are talking about the food quality,25 % of the reviews are talking about the Service,"25 % are talking about other attributes like waiting time, price, ambience and cleanliness."
qwt9fL28iSpaWyF5pgNd8w,40 % of the reviews are talking about the Service,"33 % are talking about other attributes like waiting time, price, ambience and cleanliness.",26 % of the reviews are talking about the food quality
qyTrdB-Fvn8sUZpZ5PsQjA,66 % of the reviews are talking about the Service,16 % of the reviews are talking about the food quality,"16 % are talking about other attributes like waiting time, price, ambience and cleanliness."
r4ZXc4HYIiTyTp2E6BV7WA,42 % of the reviews are talking about the Service,28 % of the reviews are talking about the food quality,"28 % are talking about other attributes like waiting time, price, ambience and cleanliness."
r9J4uFdWhDgH8poy1KTdDg,"43 % are talking about other attributes like waiting time, price, ambience and cleanliness.",31 % of the reviews are talking about the Service,25 % of the reviews are talking about the food quality
r9x6Pvgh7SH7TInybHtl0A,"55 % are talking about other attributes like waiting time, price, ambience and cleanliness.",22 % of the reviews are talking about the food quality,22 % of the reviews are talking about the Service
rBBAD_fHaYnqWC_APHO2SQ,"45 % are talking about other attributes like waiting time, price, ambience and cleanliness.",35 % of the reviews are talking about the Service,20 % of the reviews are talking about the food quality
rDMptJYWtnMhpQu_rRXHng,42 % of the reviews are talking about the food quality,42 % of the reviews are talking about the Service,"14 % are talking about other attributes like waiting time, price, ambience and cleanliness."
rEozJ3U7VnUxdrNykFWhqA,64 % of the reviews are talking about the Service,28 % of the reviews are talking about the food quality,"7 % are talking about other attributes like waiting time, price, ambience and cleanliness."
rIzfzSK7MWuixRbhLgN5Ww,53 % of the reviews are talking about the food quality,26 % of the reviews are talking about the Service,"20 % are talking about other attributes like waiting time, price, ambience and cleanliness."
rLX33sjOL3n4g_VqLpJZWA,"83 % are talking about other attributes like waiting time, price, ambience and cleanliness.",16 % of the reviews are talking about the food quality,0 % of the reviews are talking about the Service
rPY4bukI1QdfJc-1OCAwLg,"62 % are talking about other attributes like waiting time, price, ambience and cleanliness.",25 % of the reviews are talking about the Service,12 % of the reviews are talking about the food quality
rX-Tlju48xN_apYFhS7_VA,51 % of the reviews are talking about the Service,35 % of the reviews are talking about the food quality,"13 % are talking about other attributes like waiting time, price, ambience and cleanliness."
rXskMt3Y_Bs1PiGKN3N3sg,37 % of the reviews are talking about the Service,34 % of the reviews are talking about the food quality,"28 % are talking about other attributes like waiting time, price, ambience and cleanliness."
rYRx_E8ioNTR4WJKHJVkfg,87 % of the reviews are talking about the food quality,12 % of the reviews are talking about the Service,"0 % are talking about other attributes like waiting time, price, ambience and cleanliness."
rhT_1TbKu_gsFL-WCUUujQ,"50 % are talking about other attributes like waiting time, price, ambience and cleanliness.",40 % of the reviews are talking about the food quality,10 % of the reviews are talking about the Service
rpNPlBwKTEvtAWUvDcHm4A,"50 % are talking about other attributes like waiting time, price, ambience and cleanliness.",37 % of the reviews are talking about the Service,12 % of the reviews are talking about the food quality
rsi6QZS49aMKQJT3chIhHQ,"54 % are talking about other attributes like waiting time, price, ambience and cleanliness.",27 % of the reviews are talking about the food quality,18 % of the reviews are talking about the Service
rtcWSNA3HVehrnUDVphYoA,100 % of the reviews are talking about the food quality,0 % of the reviews are talking about the Service,"0 % are talking about other attributes like waiting time, price, ambience and cleanliness."
s6oqSa91yXeKXe5yMpV7dQ,75 % of the reviews are talking about the Service,"25 % are talking about other attributes like waiting time, price, ambience and cleanliness.",0 % of the reviews are talking about the food quality
sCGN3Wfhhrzika8FadZ3QA,60 % of the reviews are talking about the Service,20 % of the reviews are talking about the food quality,"20 % are talking about other attributes like waiting time, price, ambience and cleanliness."
sCXAcEGUqjxjNb-gWLSlvg,50 % of the reviews are talking about the Service,37 % of the reviews are talking about the food quality,"12 % are talking about other attributes like waiting time, price, ambience and cleanliness."
sFZqXGuACgeUys0C1F4GSQ,"75 % are talking about other attributes like waiting time, price, ambience and cleanliness.",16 % of the reviews are talking about the food quality,8 % of the reviews are talking about the Service
sGC8F-DzJdL1x-pFBnLcvQ,42 % of the reviews are talking about the Service,28 % of the reviews are talking about the food quality,"28 % are talking about other attributes like waiting time, price, ambience and cleanliness."
sNHseqXVsFUcrn7o9mCUcg,100 % of the reviews are talking about the Service,0 % of the reviews are talking about the food quality,"0 % are talking about other attributes like waiting time, price, ambience and cleanliness."
sYmGrCydqABvGmundtZ6gg,44 % of the reviews are talking about the Service,38 % of the reviews are talking about the food quality,"16 % are talking about other attributes like waiting time, price, ambience and cleanliness."
sZhUzhhj_83lgZFYzMsSfA,50 % of the reviews are talking about the food quality,"27 % are talking about other attributes like waiting time, price, ambience and cleanliness.",22 % of the reviews are talking about the Service
sk6Llx6o8PTsokVOpb0aAA,33 % of the reviews are talking about the food quality,33 % of the reviews are talking about the Service,"33 % are talking about other attributes like waiting time, price, ambience and cleanliness."
sm_GANEfgouoVPsNKXNzDA,50 % of the reviews are talking about the Service,34 % of the reviews are talking about the food quality,"15 % are talking about other attributes like waiting time, price, ambience and cleanliness."
smdGDx5PS2Nt67FXYAQSUA,100 % of the reviews are talking about the Service,0 % of the reviews are talking about the food quality,"0 % are talking about other attributes like waiting time, price, ambience and cleanliness."
stk0K_Tx5ncnIutqrd2nqg,55 % of the reviews are talking about the Service,"33 % are talking about other attributes like waiting time, price, ambience and cleanliness.",11 % of the reviews are talking about the food quality
syQBNfPzUKGnZE6w8cLuYA,60 % of the reviews are talking about the Service,"30 % are talking about other attributes like waiting time, price, ambience and cleanliness.",10 % of the reviews are talking about the food quality
t6w--u6k-SZP2g0QvQIWuw,45 % of the reviews are talking about the Service,31 % of the reviews are talking about the food quality,"22 % are talking about other attributes like waiting time, price, ambience and cleanliness."
t7G5dq2Z0iUk6YHXHj3Hjg,42 % of the reviews are talking about the Service,28 % of the reviews are talking about the food quality,"28 % are talking about other attributes like waiting time, price, ambience and cleanliness."
t8VqC6vO_hLkxZlwC7Xdzg,33 % of the reviews are talking about the food quality,33 % of the reviews are talking about the Service,"33 % are talking about other attributes like waiting time, price, ambience and cleanliness."
tBQOZv_wWXsdzWql09A74Q,42 % of the reviews are talking about the Service,"31 % are talking about other attributes like waiting time, price, ambience and cleanliness.",26 % of the reviews are talking about the food quality
tHaySMUc5u2a_71vfZG-0A,50 % of the reviews are talking about the Service,"50 % are talking about other attributes like waiting time, price, ambience and cleanliness.",0 % of the reviews are talking about the food quality
tLCZdAt83gvD6Me_Vshu1w,36 % of the reviews are talking about the food quality,32 % of the reviews are talking about the Service,"31 % are talking about other attributes like waiting time, price, ambience and cleanliness."
tLZ_pvZaFlsIy18ssrm-7g,75 % of the reviews are talking about the Service,"25 % are talking about other attributes like waiting time, price, ambience and cleanliness.",0 % of the reviews are talking about the food quality
tSJaZL5X81j2k-GqtpBM_w,66 % of the reviews are talking about the Service,"33 % are talking about other attributes like waiting time, price, ambience and cleanliness.",0 % of the reviews are talking about the food quality
tUrzToG0DOOO9gJqoWSRnA,41 % of the reviews are talking about the Service,35 % of the reviews are talking about the food quality,"23 % are talking about other attributes like waiting time, price, ambience and cleanliness."
tbOHWHBfOls8rx1-5Q_CNw,60 % of the reviews are talking about the food quality,"40 % are talking about other attributes like waiting time, price, ambience and cleanliness.",0 % of the reviews are talking about the Service
tcPVY5QCFL_roeouCY5SXQ,40 % of the reviews are talking about the food quality,40 % of the reviews are talking about the Service,"20 % are talking about other attributes like waiting time, price, ambience and cleanliness."
tu7cmFBfKVFKtJvRPHOxbg,50 % of the reviews are talking about the Service,25 % of the reviews are talking about the food quality,"25 % are talking about other attributes like waiting time, price, ambience and cleanliness."
tvUhTJcZ0R0TrP8AwuwSkQ,53 % of the reviews are talking about the Service,"26 % are talking about other attributes like waiting time, price, ambience and cleanliness.",20 % of the reviews are talking about the food quality
txsL_YPn8-JtpkYjtXq9mQ,"41 % are talking about other attributes like waiting time, price, ambience and cleanliness.",35 % of the reviews are talking about the Service,23 % of the reviews are talking about the food quality
u0_EMrcXuQW3zu39peNQzw,66 % of the reviews are talking about the food quality,"33 % are talking about other attributes like waiting time, price, ambience and cleanliness.",0 % of the reviews are talking about the Service
uBj_DKha3DkQM48K8ZLfjg,66 % of the reviews are talking about the Service,"33 % are talking about other attributes like waiting time, price, ambience and cleanliness.",0 % of the reviews are talking about the food quality
uJ6gauLh5_L3Oi_GNgWPCA,41 % of the reviews are talking about the Service,35 % of the reviews are talking about the food quality,"23 % are talking about other attributes like waiting time, price, ambience and cleanliness."
uLN_58N3QZGeUwSdBfTZ5A,40 % of the reviews are talking about the food quality,"40 % are talking about other attributes like waiting time, price, ambience and cleanliness.",20 % of the reviews are talking about the Service
uO7KbFyiMhhgFJNEDX_new,40 % of the reviews are talking about the Service,32 % of the reviews are talking about the food quality,"28 % are talking about other attributes like waiting time, price, ambience and cleanliness."
uUIYh3iKyYKzbhl7ORYxVA,50 % of the reviews are talking about the food quality,"50 % are talking about other attributes like waiting time, price, ambience and cleanliness.",0 % of the reviews are talking about the Service
uWJ9AtXLAlD9OgvY4ZQlIg,43 % of the reviews are talking about the Service,"37 % are talking about other attributes like waiting time, price, ambience and cleanliness.",18 % of the reviews are talking about the food quality
uYDScUhTHjtnnxmzy4fgPQ,62 % of the reviews are talking about the food quality,25 % of the reviews are talking about the Service,"12 % are talking about other attributes like waiting time, price, ambience and cleanliness."
ubP4xKtsJx2eW2cKAcy9gA,50 % of the reviews are talking about the Service,25 % of the reviews are talking about the food quality,"25 % are talking about other attributes like waiting time, price, ambience and cleanliness."
ubR4Ox0PTBFSPXzOc06p4g,100 % of the reviews are talking about the Service,0 % of the reviews are talking about the food quality,"0 % are talking about other attributes like waiting time, price, ambience and cleanliness."
ujHQ56fLyqwAGHljUy1mCw,"50 % are talking about other attributes like waiting time, price, ambience and cleanliness.",33 % of the reviews are talking about the food quality,16 % of the reviews are talking about the Service
uovqgCcWIqTwUeH_A54t2A,38 % of the reviews are talking about the Service,34 % of the reviews are talking about the food quality,"26 % are talking about other attributes like waiting time, price, ambience and cleanliness."
uqapni4I0QiK02CgAvtHEA,50 % of the reviews are talking about the food quality,50 % of the reviews are talking about the Service,"0 % are talking about other attributes like waiting time, price, ambience and cleanliness."
urgviU4CGLGVLKTahwuzVg,37 % of the reviews are talking about the food quality,37 % of the reviews are talking about the Service,"25 % are talking about other attributes like waiting time, price, ambience and cleanliness."
uudgwwFZhdWG8CVvmNsGdg,66 % of the reviews are talking about the Service,"33 % are talking about other attributes like waiting time, price, ambience and cleanliness.",0 % of the reviews are talking about the food quality
v3z_rK2cFteZrLSh5zSqTg,66 % of the reviews are talking about the Service,33 % of the reviews are talking about the food quality,"0 % are talking about other attributes like waiting time, price, ambience and cleanliness."
v5IUggBPzXEF1MCB7QMRsQ,62 % of the reviews are talking about the Service,25 % of the reviews are talking about the food quality,"12 % are talking about other attributes like waiting time, price, ambience and cleanliness."
v7GshnmUytEe3tm-HOgpsw,50 % of the reviews are talking about the food quality,33 % of the reviews are talking about the Service,"16 % are talking about other attributes like waiting time, price, ambience and cleanliness."
v8QuF4YX9Bb-qEtKLVPrmA,35 % of the reviews are talking about the Service,"32 % are talking about other attributes like waiting time, price, ambience and cleanliness.",31 % of the reviews are talking about the food quality
vCRgJTNdWcKuN8rxjvo8Xw,50 % of the reviews are talking about the food quality,50 % of the reviews are talking about the Service,"0 % are talking about other attributes like waiting time, price, ambience and cleanliness."
vEX-H92z50_krgEUQzrYfQ,"90 % are talking about other attributes like waiting time, price, ambience and cleanliness.",9 % of the reviews are talking about the Service,0 % of the reviews are talking about the food quality
vHJel2jZ5ojlXqIEOETJHw,50 % of the reviews are talking about the Service,"33 % are talking about other attributes like waiting time, price, ambience and cleanliness.",16 % of the reviews are talking about the food quality
vILvd6b0jMFkKkrkpKMbbw,50 % of the reviews are talking about the food quality,30 % of the reviews are talking about the Service,"20 % are talking about other attributes like waiting time, price, ambience and cleanliness."
vUUNM7RISc-51Tqx8JzRRQ,"66 % are talking about other attributes like waiting time, price, ambience and cleanliness.",33 % of the reviews are talking about the Service,0 % of the reviews are talking about the food quality
vVOoL5H8Fr-qlQv-_DdoMA,"50 % are talking about other attributes like waiting time, price, ambience and cleanliness.",33 % of the reviews are talking about the food quality,16 % of the reviews are talking about the Service
vY4MVT7UoQzlDHwhB8QlPA,42 % of the reviews are talking about the food quality,42 % of the reviews are talking about the Service,"14 % are talking about other attributes like waiting time, price, ambience and cleanliness."
veUZ0PzegME87yvicpAWuw,44 % of the reviews are talking about the Service,33 % of the reviews are talking about the food quality,"22 % are talking about other attributes like waiting time, price, ambience and cleanliness."
vm0EkBK06mIT8yQBD13ONQ,50 % of the reviews are talking about the food quality,50 % of the reviews are talking about the Service,"0 % are talking about other attributes like waiting time, price, ambience and cleanliness."
vpt0Oj0BP_2rdqut29eemg,55 % of the reviews are talking about the food quality,44 % of the reviews are talking about the Service,"0 % are talking about other attributes like waiting time, price, ambience and cleanliness."
vyDW7_CHhDUJshMqaSjj0g,44 % of the reviews are talking about the Service,30 % of the reviews are talking about the food quality,"24 % are talking about other attributes like waiting time, price, ambience and cleanliness."
vyHckzyE5FNJxqt2QMFnqA,50 % of the reviews are talking about the Service,30 % of the reviews are talking about the food quality,"20 % are talking about other attributes like waiting time, price, ambience and cleanliness."
w31zHo_nneHsYLa0iEPZJw,"40 % are talking about other attributes like waiting time, price, ambience and cleanliness.",30 % of the reviews are talking about the food quality,30 % of the reviews are talking about the Service
w4uc4nDwm-C-93G0BOV2pQ,100 % of the reviews are talking about the Service,0 % of the reviews are talking about the food quality,"0 % are talking about other attributes like waiting time, price, ambience and cleanliness."
wCKK5n4Xh4L44gigTpBNZQ,"45 % are talking about other attributes like waiting time, price, ambience and cleanliness.",30 % of the reviews are talking about the Service,25 % of the reviews are talking about the food quality
wERcL1KznuTgfltSKQt_jg,48 % of the reviews are talking about the Service,30 % of the reviews are talking about the food quality,"20 % are talking about other attributes like waiting time, price, ambience and cleanliness."
wEWvo1-lnj5ZcItvLp2sDg,50 % of the reviews are talking about the food quality,50 % of the reviews are talking about the Service,"0 % are talking about other attributes like waiting time, price, ambience and cleanliness."
